2019-05-26 15:27:24 INFO  LogicManager:33 - User すばらしい login
2019-05-26 15:27:50 INFO  LogicManager:93 - setNumbers. Result created. FirstNumber=77, secondNumber=76, roundNumber=4, roundResult=ODD, activeUser=すばらしい
2019-05-26 15:27:50 INFO  LogicManager:99 - setNumbers. Enemies make a decision. RoundNumber=4, roundResult=ODD, enemiesSize=3, activeUser=すばらしい
2019-05-26 15:27:52 INFO  LogicManager:106 - getResultStringFromUserDecision. PlayerResult=WIN, activeUser=すばらしい
2019-05-26 15:27:52 INFO  LogicManager:132 - setPoints. Йоко choose ODD, result=WIN, set 14 points. Round=4, activeUser=すばらしい
2019-05-26 15:27:52 INFO  LogicManager:132 - setPoints. Рей choose ODD, result=WIN, set 14 points. Round=4, activeUser=すばらしい
2019-05-26 15:27:52 INFO  LogicManager:132 - setPoints. Маюши choose ODD, result=LOSE, set -14 points. Round=4, activeUser=すばらしい
2019-05-26 15:27:52 INFO  LogicManager:138 - setPoints. User すばらしい choose ODD, result=WIN, set 14 points, round=4
2019-05-26 15:27:54 INFO  LogicManager:93 - setNumbers. Result created. FirstNumber=99, secondNumber=29, roundNumber=5, roundResult=EVEN, activeUser=すばらしい
2019-05-26 15:27:54 INFO  LogicManager:99 - setNumbers. Enemies make a decision. RoundNumber=5, roundResult=EVEN, enemiesSize=3, activeUser=すばらしい
2019-05-26 15:27:56 INFO  LogicManager:106 - getResultStringFromUserDecision. PlayerResult=WIN, activeUser=すばらしい
2019-05-26 15:27:56 INFO  LogicManager:132 - setPoints. Йоко choose ODD, result=WIN, set 14 points. Round=5, activeUser=すばらしい
2019-05-26 15:27:56 INFO  LogicManager:132 - setPoints. Рей choose ODD, result=LOSE, set -14 points. Round=5, activeUser=すばらしい
2019-05-26 15:27:56 INFO  LogicManager:132 - setPoints. Маюши choose ODD, result=WIN, set 14 points. Round=5, activeUser=すばらしい
2019-05-26 15:27:56 INFO  LogicManager:138 - setPoints. User すばらしい choose EVEN, result=WIN, set 14 points, round=5
2019-05-26 15:27:58 INFO  LogicManager:93 - setNumbers. Result created. FirstNumber=45, secondNumber=4, roundNumber=6, roundResult=ODD, activeUser=すばらしい
2019-05-26 15:27:58 INFO  LogicManager:99 - setNumbers. Enemies make a decision. RoundNumber=6, roundResult=ODD, enemiesSize=3, activeUser=すばらしい
2019-05-26 15:28:00 INFO  LogicManager:106 - getResultStringFromUserDecision. PlayerResult=WIN, activeUser=すばらしい
2019-05-26 15:28:00 INFO  LogicManager:132 - setPoints. Йоко choose EVEN, result=LOSE, set -14 points. Round=6, activeUser=すばらしい
2019-05-26 15:28:00 INFO  LogicManager:132 - setPoints. Рей choose ODD, result=WIN, set 14 points. Round=6, activeUser=すばらしい
2019-05-26 15:28:00 INFO  LogicManager:132 - setPoints. Маюши choose ODD, result=LOSE, set -14 points. Round=6, activeUser=すばらしい
2019-05-26 15:28:00 INFO  LogicManager:138 - setPoints. User すばらしい choose ODD, result=WIN, set 14 points, round=6
2019-05-26 15:28:02 INFO  LogicManager:93 - setNumbers. Result created. FirstNumber=91, secondNumber=6, roundNumber=7, roundResult=ODD, activeUser=すばらしい
2019-05-26 15:28:02 INFO  LogicManager:99 - setNumbers. Enemies make a decision. RoundNumber=7, roundResult=ODD, enemiesSize=3, activeUser=すばらしい
2019-05-26 15:28:06 INFO  LogicManager:106 - getResultStringFromUserDecision. PlayerResult=WIN, activeUser=すばらしい
2019-05-26 15:28:06 INFO  LogicManager:132 - setPoints. Йоко choose ODD, result=WIN, set 14 points. Round=7, activeUser=すばらしい
2019-05-26 15:28:06 INFO  LogicManager:132 - setPoints. Рей choose ODD, result=WIN, set 14 points. Round=7, activeUser=すばらしい
2019-05-26 15:28:06 INFO  LogicManager:132 - setPoints. Маюши choose ODD, result=LOSE, set -14 points. Round=7, activeUser=すばらしい
2019-05-26 15:28:06 INFO  LogicManager:138 - setPoints. User すばらしい choose ODD, result=WIN, set 14 points, round=7
2019-05-26 15:28:08 INFO  LogicManager:93 - setNumbers. Result created. FirstNumber=39, secondNumber=15, roundNumber=8, roundResult=EVEN, activeUser=すばらしい
2019-05-26 15:28:08 INFO  LogicManager:99 - setNumbers. Enemies make a decision. RoundNumber=8, roundResult=EVEN, enemiesSize=3, activeUser=すばらしい
2019-05-26 15:28:10 INFO  LogicManager:106 - getResultStringFromUserDecision. PlayerResult=WIN, activeUser=すばらしい
2019-05-26 15:28:10 INFO  LogicManager:132 - setPoints. Йоко choose ODD, result=LOSE, set -14 points. Round=8, activeUser=すばらしい
2019-05-26 15:28:10 INFO  LogicManager:132 - setPoints. Рей choose ODD, result=LOSE, set -14 points. Round=8, activeUser=すばらしい
2019-05-26 15:28:10 INFO  LogicManager:132 - setPoints. Маюши choose ODD, result=WIN, set 14 points. Round=8, activeUser=すばらしい
2019-05-26 15:28:10 INFO  LogicManager:138 - setPoints. User すばらしい choose EVEN, result=WIN, set 14 points, round=8
2019-05-26 15:28:12 INFO  LogicManager:93 - setNumbers. Result created. FirstNumber=36, secondNumber=99, roundNumber=9, roundResult=ODD, activeUser=すばらしい
2019-05-26 15:28:12 INFO  LogicManager:99 - setNumbers. Enemies make a decision. RoundNumber=9, roundResult=ODD, enemiesSize=3, activeUser=すばらしい
2019-05-26 15:28:16 INFO  LogicManager:106 - getResultStringFromUserDecision. PlayerResult=WIN, activeUser=すばらしい
2019-05-26 15:28:16 INFO  LogicManager:132 - setPoints. Йоко choose ODD, result=WIN, set 14 points. Round=9, activeUser=すばらしい
2019-05-26 15:28:16 INFO  LogicManager:132 - setPoints. Рей choose ODD, result=WIN, set 14 points. Round=9, activeUser=すばらしい
2019-05-26 15:28:16 INFO  LogicManager:132 - setPoints. Маюши choose ODD, result=LOSE, set -14 points. Round=9, activeUser=すばらしい
2019-05-26 15:28:16 INFO  LogicManager:138 - setPoints. User すばらしい choose ODD, result=WIN, set 14 points, round=9
2019-05-26 15:28:18 INFO  LogicManager:93 - setNumbers. Result created. FirstNumber=59, secondNumber=87, roundNumber=10, roundResult=EVEN, activeUser=すばらしい
2019-05-26 15:28:18 INFO  LogicManager:99 - setNumbers. Enemies make a decision. RoundNumber=10, roundResult=EVEN, enemiesSize=3, activeUser=すばらしい
2019-05-26 15:29:09 INFO  LogicManager:33 - User すばらしい is logout
2019-05-26 15:36:11 INFO  LogicManager:33 - User llllllllll login
2019-05-26 15:36:13 INFO  GameLogic:78 - Enemies created. Number of enemies=3
2019-05-26 15:36:13 INFO  GameLogic:94 - setNumbers. Result created. FirstNumber=57, secondNumber=87, roundNumber=0, roundResult=EVEN, activeUser=llllllllll
2019-05-26 15:36:13 INFO  GameLogic:100 - setNumbers. Enemies make a decision. RoundNumber=0, roundResult=EVEN, enemiesSize=3, activeUser=llllllllll
2019-05-26 15:36:20 INFO  GameLogic:107 - getResultStringFromUserDecision. PlayerResult=LOSE, activeUser=llllllllll
2019-05-26 15:36:20 INFO  GameLogic:133 - setPoints. Харухи choose ODD, result=WIN, set 20 points. Round=0, activeUser=llllllllll
2019-05-26 15:36:20 INFO  GameLogic:133 - setPoints. Коната choose ODD, result=LOSE, set -10 points. Round=0, activeUser=llllllllll
2019-05-26 15:36:20 INFO  GameLogic:133 - setPoints. Маюши choose ODD, result=LOSE, set -10 points. Round=0, activeUser=llllllllll
2019-05-26 15:36:20 INFO  GameLogic:139 - setPoints. User llllllllll choose ODD, result=LOSE, set -10 points, round=0
2019-05-26 15:36:22 INFO  GameLogic:94 - setNumbers. Result created. FirstNumber=38, secondNumber=78, roundNumber=1, roundResult=EVEN, activeUser=llllllllll
2019-05-26 15:36:22 INFO  GameLogic:100 - setNumbers. Enemies make a decision. RoundNumber=1, roundResult=EVEN, enemiesSize=3, activeUser=llllllllll
2019-05-26 15:55:20 INFO  LogicManager:33 - User fsae login
2019-05-26 15:57:03 INFO  LogicManager:46 - Exit from program
2019-05-26 23:50:46 INFO  LogicManager:33 - User すばらしい login
2019-05-26 23:57:29 INFO  GameLogic:71 - Enemies created. Number of enemies=3
2019-05-26 23:57:30 INFO  GameLogic:87 - setNumbers. Result created. FirstNumber=34, secondNumber=6, roundNumber=0, roundResult=EVEN, activeUser=すばらしい
2019-05-26 23:57:30 INFO  GameLogic:93 - setNumbers. Enemies make a decision. RoundNumber=0, roundResult=EVEN, enemiesSize=3, activeUser=すばらしい
2019-05-26 23:58:17 INFO  GameLogic:100 - getResultStringFromUserDecision. PlayerResult=WIN, activeUser=すばらしい
2019-05-26 23:58:17 INFO  GameLogic:126 - setPoints. Харухи choose ODD, result=WIN, set 14 points. Round=0, activeUser=すばらしい
2019-05-26 23:58:17 INFO  GameLogic:126 - setPoints. Йоко choose ODD, result=LOSE, set -14 points. Round=0, activeUser=すばらしい
2019-05-26 23:58:17 INFO  GameLogic:126 - setPoints. Коната choose ODD, result=LOSE, set -14 points. Round=0, activeUser=すばらしい
2019-05-26 23:58:17 INFO  GameLogic:132 - setPoints. User すばらしい choose EVEN, result=WIN, set 14 points, round=0
2019-05-26 23:58:19 INFO  GameLogic:87 - setNumbers. Result created. FirstNumber=46, secondNumber=10, roundNumber=1, roundResult=EVEN, activeUser=すばらしい
2019-05-26 23:58:19 INFO  GameLogic:93 - setNumbers. Enemies make a decision. RoundNumber=1, roundResult=EVEN, enemiesSize=3, activeUser=すばらしい
2019-05-26 23:58:33 INFO  GameLogic:100 - getResultStringFromUserDecision. PlayerResult=LOSE, activeUser=すばらしい
2019-05-26 23:58:33 INFO  GameLogic:126 - setPoints. Харухи choose ODD, result=LOSE, set -10 points. Round=1, activeUser=すばらしい
2019-05-26 23:58:33 INFO  GameLogic:126 - setPoints. Йоко choose ODD, result=LOSE, set -10 points. Round=1, activeUser=すばらしい
2019-05-26 23:58:33 INFO  GameLogic:126 - setPoints. Коната choose ODD, result=WIN, set 20 points. Round=1, activeUser=すばらしい
2019-05-26 23:58:33 INFO  GameLogic:132 - setPoints. User すばらしい choose ODD, result=LOSE, set -10 points, round=1
2019-05-26 23:58:35 INFO  GameLogic:87 - setNumbers. Result created. FirstNumber=59, secondNumber=42, roundNumber=2, roundResult=ODD, activeUser=すばらしい
2019-05-26 23:58:35 INFO  GameLogic:93 - setNumbers. Enemies make a decision. RoundNumber=2, roundResult=ODD, enemiesSize=3, activeUser=すばらしい
